incident_number,highest_offense_description,family_violence,occurred_date,zip_code,council_district,census_tract,clearance_status,category_description
20165012026,IDENTITY THEFT-TAX RETURNS,N,03/22/2016,78724,1,NA,N,NA
20065004043,FRAUD - OTHER,N,01/21/2006,78704,5,19.01,NA,NA
20173081710,FAMILY DISTURBANCE,N,11/04/2017,78744,2,24.11,N,NA
20112242134,POSSESSION OF MARIJUANA,N,08/12/2011,78723,1,21.04,C,NA
20085018426,BURGLARY OF VEHICLE,N,04/10/2008,78704,5,13.03,NA,Theft
20051442030,POSS OF DRUG PARAPHERNALIA,N,05/24/2005,78702,1,9.01,C,NA
20102542395,FAILURE TO IDENTIFY,N,09/12/2010,78744,2,24.31,C,NA
20065055145,LIQUOR LAW VIOLATION/OTHER,N,10/17/2006,78723,1,NA,C,NA
2007381396,AUTO THEFT,N,02/02/2007,78757,7,18.18,NA,Auto Theft
2016310168,DISTURBANCE - OTHER,N,01/31/2016,78745,2,24.02,N,NA
20121150727,VOCO SOLICITATION PROHIBIT,N,04/24/2012,78744,2,24.27,NA,NA
20145046542,BURGLARY OF VEHICLE,N,10/18/2014,78759,7,NA,N,Theft
2016820204,WARRANT ARREST NON TRAFFIC,N,03/22/2016,78702,3,21.11,C,NA
20035007736,BURGLARY OF VEHICLE,N,08/24/2003,78705,9,5,NA,Theft
20062081313,TERRORISTIC THREAT,N,07/27/2006,78753,4,18.23,NA,NA
2007360235,POSS DANG DRUG,N,02/05/2007,78759,NA,1754,C,NA
20175030029,THEFT,N,07/24/2017,78723,9,3,N,Theft
20191650020,FELONY ENHANCEMENT/ASSLT W/INJ,Y,06/13/2019,78617,2,23.1,N,NA
20143550394,ASSAULT WITH INJURY,N,12/21/2014,78754,1,18.34,N,NA
20178002789,THEFT OF BICYCLE,N,08/01/2017,78703,9,12,N,Theft
20042830008,POSS CONTROLLED SUB/NARCOTIC,N,10/09/2004,78744,2,24.13,C,NA
20131190149,BURGLARY NON RESIDENCE,N,04/29/2013,78704,9,14,N,Burglary
20135000550,HARASSMENT,N,12/20/2012,78723,1,21.07,N,NA
2018531570,FAMILY DISTURBANCE,N,02/22/2018,78758,4,NA,NA,NA
20083311731,DOC ABUSIVE LANGUAGE,N,11/26/2008,78748,5,24.21,NA,NA
20075002180,BURGLARY OF VEHICLE,N,01/12/2007,78753,4,18.23,NA,Theft
20032841049,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/11/2003,78753,4,18.33,NA,NA
2016140155,DWI,N,01/14/2016,78741,9,14,C,NA
20082392217,FAMILY DISTURBANCE/PARENTAL,N,08/26/2008,78747,2,NA,N,NA
20132541439,DISTURBANCE - OTHER,N,09/11/2013,78723,1,NA,C,NA
20065054906,BURGLARY OF VEHICLE,N,10/16/2006,78746,8,19.11,NA,Theft
20071961931,THEFT,N,07/15/2007,78723,4,NA,NA,Theft
2008511419,POSSESSION OF MARIJUANA,N,02/20/2008,78701,9,11,C,NA
20175028542,CRIMINAL MISCHIEF,N,05/11/2017,78758,4,18.22,N,NA
20055024483,BURGLARY NON RESIDENCE,N,05/21/2005,78756,7,2,NA,Burglary
20165001143,THEFT,N,10/01/2015,78704,5,NA,N,Theft
2006470708,VIOL CITY ORDINANCE - CURFEW,N,02/16/2006,78745,2,24.22,N,NA
20152880953,VIOL CITY ORDINANCE - CURFEW,N,10/15/2015,78748,5,24.21,NA,NA
2003421390614,CUSTODY ARREST TRAFFIC WARR,N,05/19/2003,78758,4,18.2,N,NA
20033260622,AGG ASSAULT FAM/DATE VIOLENCE,Y,11/22/2003,78721,1,21.09,C,Aggravated Assault
20105040008,BURGLARY OF RESIDENCE,N,07/30/2010,78723,1,NA,N,Burglary
20192090006,FAMILY DISTURBANCE,N,07/28/2019,78759,7,18.29,N,NA
20105003221,BURGLARY OF VEHICLE,N,01/19/2010,78705,9,5,N,Theft
200650574,POSS OF DRUG PARAPHERNALIA,N,01/05/2006,78723,1,NA,C,NA
20093310534,VOCO SOLICITATION PROHIBIT,N,11/27/2009,78745,3,24,C,NA
20101262434,POSSESSION OF MARIJUANA,N,05/06/2010,78702,1,8.03,C,NA
20072801450,POSS OF DRUG PARAPHERNALIA,N,10/07/2007,78701,9,11,C,NA
20035023820,CRIMINAL MISCHIEF,N,11/21/2003,78758,4,18.21,NA,NA
20081760061,POSS CONTROLLED SUB/NARCOTIC,N,06/24/2008,78753,4,18.23,C,NA
20155023231,THEFT BY SHOPLIFTING,N,05/26/2015,78704,5,20,N,Theft
20061330364,DWI,N,05/13/2006,78721,1,21.09,C,NA
2003924652277,BURGLARY NON RESIDENCE,N,03/19/2003,78729,6,204,NA,Burglary
20103561472,THEFT,N,12/22/2010,78753,7,18.39,NA,Theft
2018930124,FELONY ENHANCEMENT/ASSLT W/INJ,Y,04/03/2018,78753,4,18.23,C,NA
20053561544,DISTURBANCE - OTHER,N,12/22/2005,78704,3,NA,N,NA
20095023708,BURGLARY OF RESIDENCE,N,04/27/2009,78731,7,NA,N,Burglary
20192451466,FAMILY DISTURBANCE,N,09/02/2019,78745,5,NA,NA,NA
20141111190,CRIMINAL TRESPASS/TRANSIENT,N,04/21/2014,78741,3,23,N,NA
20135043667,THEFT FROM AUTO,N,09/21/2013,78757,7,18.17,N,Theft
20115002134,VIOL OF COURT ORDER-NON EPO-PO,N,01/10/2011,78748,5,24.21,N,NA
20072281365,AUTO THEFT,N,08/15/2007,78758,7,18.44,NA,Auto Theft
20042201513,RUNAWAY CHILD,N,06/10/2004,78704,9,NA,N,NA
20135058495,BURGLARY OF VEHICLE,N,12/21/2013,78701,9,11,N,Theft
20198004004,THEFT FROM PERSON,N,10/12/2019,78701,9,11,N,Theft
20071680494,EVADING VEHICLE,N,06/17/2007,78723,1,21,NA,NA
20072560500,BURGLARY OF VEHICLE,N,09/13/2007,78705,9,5,NA,Theft
20105044463,ASSAULT BY CONTACT,N,08/22/2010,78751,9,2,N,NA
20135002459,IDENTITY THEFT,N,01/10/2013,78702,1,NA,O,NA
20095034397,CRED CARD ABUSE BY FORGERY,N,06/15/2009,78746,NA,19.18,N,NA
2020661981,FAMILY DISTURBANCE,N,03/06/2020,78747,5,NA,N,NA
20125003756,THEFT OF LICENSE PLATE,N,01/24/2012,78758,4,18.19,N,Theft
20185051573,BURGLARY OF VEHICLE,N,12/22/2018,78754,1,18.56,N,Theft
20093101110,SUSPICIOUS PERSON,N,11/06/2009,78741,3,NA,N,NA
2003920541759,WARRANT ARREST NON TRAFFIC,N,02/23/2003,78702,1,NA,C,NA
20065004991,BURGLARY OF VEHICLE,N,01/27/2006,78705,10,2,NA,Theft
20151640725,TERRORISTIC THREAT,N,06/13/2015,78744,2,NA,O,NA
20205014431,RUNAWAY CHILD,N,04/11/2020,78750,10,17.16,N,NA
20033430643,POSS OF DRUG PARAPHERNALIA,N,12/09/2003,78741,3,NA,C,NA
20131891636,POSSESSION OF MARIJUANA,N,07/08/2013,78702,1,8.03,NA,NA
20031800951,BURGLARY OF VEHICLE,N,06/28/2003,78703,10,16.05,NA,Theft
2004821134,POSS CONTROLLED SUB/NARCOTIC,N,03/22/2004,78719,2,9800,C,NA
20071500138,FAMILY DISTURBANCE,N,05/30/2007,78753,7,NA,NA,NA
20202621497,CRIMINAL MISCHIEF,N,09/18/2020,78723,1,21,N,NA
20205014264,HARASSMENT,N,04/11/2020,78751,9,2,N,NA
20135059790,ASSAULT BY CONTACT,N,12/31/2013,78751,9,2,N,NA
20073142433,ASSAULT WITH INJURY,N,11/10/2007,78703,9,12,NA,NA
20121971261,THEFT BY SHOPLIFTING,N,07/15/2012,78748,5,24.21,C,Theft
2007550528,BURGLARY OF VEHICLE,N,02/24/2007,78702,3,NA,NA,Theft
20081811416,ASSAULT W/INJURY-FAM/DATE VIOL,Y,06/29/2008,78723,1,21.13,O,NA
20153470748,CRIMINAL MISCHIEF,N,12/13/2015,78722,1,4,N,NA
20113370322,CUSTODY ARREST TRAFFIC WARR,N,12/03/2011,78744,2,NA,C,NA
20151071956,POSS CONTROLLED SUB/NARCOTIC,N,04/17/2015,78652,5,24.07,C,NA
20075011865,BURGLARY OF VEHICLE,N,03/10/2007,78756,7,2.05,NA,Theft
20046000242,DEL CONTROLLED SUB/NARCOTIC,N,06/03/2004,78753,4,18.23,C,NA
20142540265,CRIMINAL TRESPASS,N,09/11/2014,78752,4,18.12,C,NA
20121240682,RUNAWAY CHILD,N,05/02/2012,78739,8,17.7,N,NA
2007281477,FAMILY DISTURBANCE,N,01/28/2007,78721,1,NA,N,NA
20075029678,BURGLARY OF VEHICLE,N,06/11/2007,78722,9,NA,NA,Theft
20085011933,CRIMINAL MISCHIEF,N,03/06/2008,78741,3,23.07,NA,NA
2012341285,BURGLARY OF RESIDENCE,N,02/03/2012,78753,4,18.06,N,Burglary
2016961768,ASSAULT BY THREAT,N,04/05/2016,78701,9,7,N,NA
20202831173,THEFT,N,10/04/2020,78701,9,11,N,Theft
20035000821,BURGLARY OF VEHICLE,N,07/14/2003,78741,3,23.04,NA,Theft
20082261871,DISTURBANCE - OTHER,N,08/13/2008,78753,4,NA,N,NA
2011491691,THEFT BY SHOPLIFTING,N,02/18/2011,78753,7,18.39,C,Theft
20095032576,RUNAWAY CHILD,N,06/09/2009,78748,5,NA,N,NA
20105033191,BURGLARY OF VEHICLE,N,06/27/2010,78724,1,22.08,N,Theft
20171321861,FAMILY DISTURBANCE,N,05/12/2017,78758,7,NA,N,NA
20145019415,BURGLARY OF VEHICLE,N,04/30/2014,78727,7,18.48,N,Theft
20032881434,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/15/2003,78704,5,13.04,N,NA
200680210,ASSAULT WITH INJURY,N,01/08/2006,78701,9,11,NA,NA
20102170518,VOCO - ALCOHOL  CONSUMPTION,N,08/05/2010,78745,5,NA,C,NA
20113590651,ASSAULT WITH INJURY,N,12/25/2011,78741,3,23.12,N,NA
20032410070,VIOL OF PARK CURFEW,N,08/29/2003,78704,5,19.01,NA,NA
20035015794,BURGLARY OF VEHICLE,N,10/05/2003,78752,4,NA,NA,Theft
20105014989,THEFT,N,03/26/2010,78757,7,15.01,N,Theft
20123050013,PUBLIC INTOXICATION,N,10/31/2012,78701,9,11,C,NA
20071850243,DWI,N,07/04/2007,78724,NA,1834,C,NA
20185047055,DAMAGE CITY PROP,N,11/23/2018,78724,1,NA,NA,NA
2005541667,SUSPICIOUS PERSON,N,02/23/2005,78758,4,NA,NA,NA
20155002408,THEFT,N,01/18/2015,78757,7,18.18,N,Theft
20055022789,BURGLARY OF VEHICLE,N,04/05/2005,78731,10,1.01,NA,Theft
20055065065,BURGLARY OF VEHICLE,N,12/17/2005,78757,7,NA,NA,Theft
2007602081,VOCO AMPLIFIED MUSIC/VEHICLE,N,03/01/2007,78744,2,NA,C,NA
2011940041,FAMILY DISTURBANCE,N,04/04/2011,78748,5,NA,N,NA
2003924051903,BURGLARY OF VEHICLE,N,01/12/2003,78705,9,NA,N,Theft
20145036450,THEFT,N,08/16/2014,78702,1,8.04,N,Theft
2003920840278,DISTURBANCE - OTHER,N,03/25/2003,78721,1,21,N,NA
2017600234,SEXUAL ASSAULT OF CHILD/OBJECT,N,03/01/2017,78723,9,3,N,Rape
20141972035,POSSESSION OF MARIJUANA,N,07/16/2014,78705,9,NA,C,NA
20113621795,FAMILY DISTURBANCE,N,12/29/2011,78753,4,NA,NA,NA
20205012090,FRAUD - OTHER,N,03/25/2020,78757,7,NA,N,NA
20163151437,DATING DISTURBANCE,N,11/10/2016,78754,1,18.56,N,NA
20163231068,DOC FIGHTING,N,11/18/2016,78721,1,21.1,N,NA
20125050822,BURGLARY OF VEHICLE,N,11/13/2012,78723,1,21.09,N,Theft
20198001989,ASSAULT BY THREAT,N,05/31/2019,78756,7,2.06,N,NA
20122380444,DOC UNREASONABLE NOISE,N,08/25/2012,78752,4,NA,C,NA
20082922445,CRASH/FAIL STOP AND RENDER AID,N,10/18/2008,78722,1,NA,NA,NA
2009890581,THEFT OF SERVICE,N,03/30/2009,78745,5,NA,NA,NA
2016490799,AUTO THEFT,N,02/17/2016,78759,10,17,N,Auto Theft
20083141603,AUTO THEFT,N,11/09/2008,78702,3,NA,O,Auto Theft
20122580305,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/14/2012,78745,3,20.03,O,NA
20172080626,BURGLARY OF VEHICLE,N,07/27/2017,78753,4,18.13,N,Theft
20115031485,BURGLARY OF VEHICLE,N,06/25/2011,78704,5,19,N,Theft
20172410126,PUBLIC INTOXICATION,N,08/29/2017,78741,3,23,C,NA
20203560335,SUSPICIOUS PERSON,N,12/21/2020,78751,9,NA,N,NA
20163521377,FAMILY DISTURBANCE,N,12/17/2016,78729,6,204,N,NA
20122120599,VOCO SOLICITATION PROHIBIT,N,07/30/2012,78745,3,13.08,C,NA
20105016119,CRIMINAL MISCHIEF,N,04/01/2010,78745,2,24,N,NA
20173321777,CUSTODY ARREST TRAFFIC WARR,N,11/28/2017,78757,4,18.04,C,NA
2016721838,ASSAULT W/INJURY-FAM/DATE VIOL,Y,03/12/2016,78741,3,23.13,N,NA
2019360136,WARRANT ARREST NON TRAFFIC,N,02/05/2019,78701,9,11,C,NA
20202130319,AUTO THEFT,N,07/31/2020,78757,7,18.18,N,Auto Theft
20133450874,FAMILY DISTURBANCE,N,12/11/2013,78721,3,21.11,NA,NA
20071192341,FAMILY DISTURBANCE,N,04/29/2007,78757,7,18.18,NA,NA
2007771633,POSS OF DRUG PARAPHERNALIA,N,03/18/2007,78745,5,17.12,C,NA
20131530110,RUNAWAY CHILD,N,06/02/2013,78759,10,17.07,N,NA
2008252281,TERRORISTIC THREAT,N,01/25/2008,78753,4,18.13,O,NA
20095055193,ASSAULT BY CONTACT,N,09/29/2009,78751,9,2,N,NA
20125055906,HARASSMENT,N,12/17/2012,78741,3,23.13,N,NA
20162470288,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/03/2016,78703,9,12,C,NA
20091811109,THEFT,N,06/30/2009,78753,7,18.39,C,Theft
20095053387,BURGLARY OF VEHICLE,N,09/19/2009,78758,7,18.49,N,Theft
20202740877,CRIMINAL TRESPASS,N,09/30/2020,78723,1,21,C,NA
20181891284,FAILURE TO IDENTIFY,N,07/08/2018,78744,2,24.29,C,NA
20195015274,BURGLARY OF VEHICLE,N,04/14/2019,78723,4,NA,N,Theft
20105058314,BURGLARY OF VEHICLE,N,11/02/2010,78741,3,23.12,N,Theft
2016890987,CRIMINAL TRESPASS,N,03/29/2016,78741,3,23.18,N,NA
20195011502,THEFT BY SHOPLIFTING,N,03/07/2019,78753,7,NA,N,Theft
20132780853,BURGLARY OF RESIDENCE,N,10/05/2013,78758,7,18.49,O,Burglary
20121842008,FAMILY DISTURBANCE,N,07/02/2012,78759,10,25,N,NA
20155010735,THEFT,N,03/12/2015,78748,5,17.47,N,Theft
20123650051,POSS OF DRUG PARAPHERNALIA,N,12/29/2012,78753,7,18.39,C,NA
20091431886,BURGLARY OF RESIDENCE,N,05/23/2009,78758,4,18.2,N,Burglary
20191591190,THEFT BY SHOPLIFTING,N,06/08/2019,78704,3,23,N,Theft
20085061822,HARASSMENT,N,07/17/2008,78744,2,24.27,N,NA
2010881429,THEFT,N,03/29/2010,78751,9,3,C,Theft
20161090869,FAMILY DISTURBANCE,N,04/18/2016,78744,2,24.13,N,NA
20062730295,DWI 2ND,N,09/30/2006,78752,4,15,C,NA
20055001516,BURGLARY OF VEHICLE,N,01/10/2005,78753,4,NA,NA,Theft
20031720781,CRIMINAL MISCHIEF,N,06/20/2003,78744,2,24.31,NA,NA
20105051758,BURGLARY OF VEHICLE,N,09/28/2010,78741,3,NA,N,Theft
20185044590,THEFT,N,11/06/2018,78741,9,14.03,N,Theft
20151700305,AUTO THEFT,N,06/17/2015,78702,3,9.02,N,Auto Theft
20123352192,FAMILY DISTURBANCE,N,11/30/2012,78753,7,18.26,NA,NA
20161541612,PUBLIC INTOXICATION,N,06/02/2016,78757,7,18.18,C,NA
2012871123,DISTURBANCE - OTHER,N,03/27/2012,78702,3,10,N,NA
20198000500,BURGLARY OF VEHICLE,N,02/12/2019,78735,8,19.15,N,Theft
20143111615,ASSAULT WITH INJURY,N,11/07/2014,78613,6,203.18,C,NA
20123100361,BURGLARY NON RESIDENCE,N,11/02/2012,78741,9,23,N,Burglary
2007801028,POSS CONTROLLED SUB/NARCOTIC,N,03/21/2007,78724,1,NA,C,NA
20055020386,BURGLARY NON RESIDENCE,N,04/01/2005,78758,7,18.43,NA,Burglary
20113290512,WARRANT ARREST NON TRAFFIC,N,11/25/2011,78705,9,NA,C,NA
2021550764,DISTURBANCE - OTHER,N,02/24/2021,78745,5,17.28,N,NA
20132771045,FAMILY DISTURBANCE,N,10/04/2013,78702,3,NA,NA,NA
20092671687,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/24/2009,78704,3,23,N,NA
20072572595,ASSAULT BY CONTACT FAM/DATING,Y,09/14/2007,78723,NA,2113,NA,NA
20045023457,BURGLARY OF VEHICLE,N,05/19/2004,78723,1,21.12,NA,Theft
20095003687,IDENTITY THEFT,N,01/20/2009,78758,4,18.2,NA,NA
20113141749,RUNAWAY CHILD,N,11/10/2011,78744,2,24.13,N,NA
20155015159,RUNAWAY CHILD,N,04/10/2015,78741,3,23.18,N,NA
20072072109,PUBLIC INTOXICATION,N,07/26/2007,78752,4,15,NA,NA
20185015788,HARASSMENT,N,04/20/2018,78721,1,21.09,N,NA
20096902233,DEL CONTROLLED SUB/NARCOTIC,N,07/10/2009,78723,1,NA,NA,NA
20135034937,HARASSMENT,N,06/28/2013,78741,3,23.14,N,NA
2012711779,ASSAULT BY CONTACT,N,03/11/2012,78723,1,21,N,NA
20192241693,ASSAULT W/INJURY-FAM/DATE VIOL,Y,08/12/2019,78702,1,8.04,N,NA
20175049805,THEFT,N,12/15/2017,78756,7,2,N,Theft
20192152006,DWI,N,08/03/2019,78730,6,17.6,C,NA
2012311234,ASSAULT BY CONTACT,N,01/31/2012,78753,4,18.13,N,NA
20175004818,IDENTITY THEFT,N,02/01/2017,78704,3,13.08,N,NA
20092710709,INDECENCY WITH A CHILD/CONTACT,Y,09/28/2009,78724,1,22,C,NA
20095006353,HARASSMENT,N,02/03/2009,78745,5,NA,N,NA
2008891526,AUTO THEFT,N,03/29/2008,78753,4,18.23,NA,Auto Theft
20165029711,HARASSMENT,N,07/19/2016,78705,9,6.03,N,NA
20192721071,AGG ROBBERY/DEADLY WEAPON,N,09/29/2019,78752,4,18.11,N,Robbery
201451104,THEFT BY SHOPLIFTING,N,01/05/2014,78753,4,18.13,C,Theft
20162660283,DATING DISTURBANCE,N,09/22/2016,78753,4,NA,N,NA
20202790594,FAMILY DISTURBANCE,N,10/05/2020,78754,1,NA,NA,NA
2011671870,FAMILY DISTURBANCE,N,03/08/2011,78721,1,21.09,NA,NA
20165015697,FRAUD - OTHER,N,04/13/2016,78736,8,17.69,N,NA
20112961779,TERRORISTIC THREAT-FAM/DAT VIO,Y,10/23/2011,78729,6,204.1,C,NA
2021390251,FAMILY DISTURBANCE,N,02/08/2021,78747,5,24.28,N,NA
20165042345,CRIMINAL MISCHIEF,N,10/12/2016,78735,8,19.15,N,NA
2015871225,PUBLIC INTOXICATION,N,03/28/2015,78758,7,18.5,N,NA
20171931186,FAMILY DISTURBANCE,N,07/12/2017,78748,5,17.72,NA,NA
20061692173,TAMPERING WITH EVIDENCE,N,06/18/2006,78702,3,NA,C,NA
20082192224,DWI 2ND,N,08/06/2008,78701,9,11,C,NA
2021861494,AGG ASSAULT,N,03/27/2021,78745,2,24,N,Aggravated Assault
20065023304,CRIMINAL MISCHIEF,N,05/03/2006,78745,3,NA,NA,NA
20103240024,EVADING / FOOT,N,11/20/2010,78702,3,9.02,C,NA
20215009563,SUSPICIOUS PERSON,N,03/10/2021,78735,8,NA,N,NA
2004650196,DWI,N,03/05/2004,78744,2,NA,C,NA
20085005072,BURGLARY OF RESIDENCE,N,01/28/2008,78704,5,20.05,NA,Burglary
20042771243,PUBLIC INTOXICATION,N,10/03/2004,78729,NA,20309,NA,NA
2003921300805,CRIMINAL MISCHIEF,N,05/09/2003,78721,1,21.1,N,NA
2020631297,THEFT,N,03/03/2020,78704,9,NA,N,Theft
20072581901,BURGLARY OF VEHICLE,N,09/15/2007,78758,4,18,NA,Theft
20072342133,FAMILY DISTURBANCE,N,08/22/2007,78745,5,NA,NA,NA
20181802125,THEFT,N,06/29/2018,78753,4,18.13,N,Theft
20125018686,CRED CARD ABUSE BY FORGERY,N,04/25/2012,78759,7,17.53,N,NA
2003924862867,BURGLARY OF VEHICLE,N,03/03/2003,78745,3,24,N,Theft
2016700561,AUTO THEFT,N,03/09/2016,78723,4,21,N,Auto Theft
20133530189,DATING DISTURBANCE,N,12/19/2013,78749,8,17.38,N,NA
20162131238,CUSTODY ARREST TRAFFIC WARR,N,07/31/2016,78756,7,2.06,C,NA
20141470683,ASSAULT BY THREAT,N,05/27/2014,78759,10,17.55,N,NA
20055064555,BURGLARY OF VEHICLE,N,09/20/2005,78701,9,11,N,Theft
20205012588,BURGLARY OF VEHICLE,N,03/28/2020,78704,9,13,N,Theft
20032501632,BURGLARY OF RESIDENCE,N,07/27/2003,78753,7,18.39,C,Burglary
20062200627,WARRANT ARREST NON TRAFFIC,N,08/08/2006,78735,8,19,C,NA
20045045221,ASSAULT BY CONTACT,N,09/19/2004,78751,9,2,O,NA
20132231159,VIOL CITY ORDINANCE - DOG,N,08/11/2013,78745,5,17.5,N,NA
2015881079,FAMILY DISTURBANCE,N,03/29/2015,78759,10,25,N,NA
20172210730,CRIMINAL MISCHIEF,N,08/08/2017,78758,7,18.49,N,NA
20042841759,PUBLIC INTOXICATION,N,10/10/2004,78741,3,23.17,NA,NA
20091872322,ASSAULT W/INJURY-FAM/DATE VIOL,Y,07/06/2009,78759,6,17.45,C,NA
20075023517,THEFT,N,05/10/2007,78723,1,21,NA,Theft
2012251050,RESISTING ARREST OR SEARCH,N,01/25/2012,78701,9,11,C,NA
20185041719,BURGLARY OF VEHICLE,N,10/16/2018,78758,4,18.45,N,Theft
20083412191,PUBLIC INTOXICATION,N,12/06/2008,78752,4,18.11,C,NA
20075002173,THEFT BY SHOPLIFTING,N,01/13/2007,78729,6,204,NA,Theft
20063232094,PUBLIC INTOXICATION,N,11/19/2006,78741,3,23.16,C,NA
20118002016,CRIMINAL MISCHIEF,N,07/24/2011,78723,4,21,N,NA
2014121461,POSS CONTROLLED SUB/NARCOTIC,N,01/12/2014,78721,1,21,C,NA
20083500050,FAMILY DISTURBANCE,N,12/15/2008,78722,9,4,NA,NA
20215002351,ASSAULT BY THREAT FAM/DATING,N,01/18/2021,78745,5,NA,N,NA
20085034091,BURGLARY OF VEHICLE,N,06/30/2008,78723,4,21,NA,Theft
20062932490,POSSESSION OF MARIJUANA,N,10/20/2006,78744,2,NA,NA,NA
20132271688,FAMILY DISTURBANCE,N,08/15/2013,78741,3,23.12,NA,NA
2014501612,AGG ASSAULT,N,02/19/2014,78723,1,21.06,N,Aggravated Assault
20111390082,CUSTODY ARREST TRAFFIC WARR,N,05/19/2011,78744,2,24.29,C,NA
20091750149,FAMILY DISTURBANCE,N,06/24/2009,78745,5,17.29,NA,NA
2005521749,FAMILY DISTURBANCE,N,02/21/2005,78741,3,23.16,N,NA
20151781940,DWI  .15 BAC OR ABOVE,N,06/27/2015,78704,9,23.08,C,NA
201170869,CUSTODY ARREST TRAFFIC WARR,N,01/07/2011,78701,9,11,C,NA
2021350975,AGG ASSAULT,N,02/04/2021,78745,5,20,C,Aggravated Assault
2004241812,DWI,N,01/25/2004,78701,9,NA,C,NA
20122531512,FAMILY DISTURBANCE,N,09/09/2012,78744,2,NA,N,NA
20191470440,ROBBERY BY ASSAULT,N,05/27/2019,78723,1,NA,N,Robbery
20201200095,SUSPICIOUS PERSON,N,04/29/2020,78653,NA,18.56,N,NA
20092832276,POSS CONTROLLED SUB/NARCOTIC,N,10/10/2009,78617,2,NA,C,NA
20145027190,BURGLARY OF VEHICLE,N,06/18/2014,78759,6,NA,N,Theft
20205026750,FORGERY AND PASSING,N,06/29/2020,78744,2,24.11,N,NA
20035010653,CRIMINAL MISCHIEF,N,09/09/2003,78731,10,NA,NA,NA
20055048888,HARASSMENT,N,09/23/2005,78744,2,24.12,NA,NA
20192021571,PUBLIC INTOXICATION,N,07/21/2019,78752,4,18,C,NA
20173300522,FAMILY DISTURBANCE,N,11/26/2017,78752,4,15.03,NA,NA
20045024053,CRIMINAL MISCHIEF,N,05/22/2004,78758,4,18.2,NA,NA
20055062087,BURGLARY OF VEHICLE,N,12/01/2005,78759,NA,1753,NA,Theft
20165051385,THEFT OF BICYCLE,N,12/12/2016,78703,9,NA,N,Theft
20055054375,CRIMINAL MISCHIEF,N,10/21/2005,78731,10,1,NA,NA
20162340107,FAMILY DISTURBANCE,N,08/21/2016,78704,9,NA,NA,NA
2010941377,POSSESSION OF MARIJUANA,N,04/04/2010,78702,3,10,C,NA
20193351767,FAMILY DISTURBANCE,N,12/01/2019,78724,1,22,N,NA
20191901415,CRIMINAL TRESPASS,N,07/09/2019,78723,4,21,C,NA
20201470563,EVADING VEHICLE,N,05/26/2020,78744,2,24.27,N,NA
2008902074,ASSAULT BY CONTACT,N,03/30/2008,78758,4,18.22,NA,NA
20075017245,CRIMINAL MISCHIEF,N,04/09/2007,78757,7,15.04,N,NA
20055034624,THEFT,N,07/14/2005,78702,3,10,O,Theft
20043130635,CUSTODY ARREST TRAFFIC WARR,N,11/08/2004,78744,2,24.11,C,NA
20131270612,CUSTODY ARREST TRAFFIC WARR,N,05/07/2013,78727,7,18.46,NA,NA
20145050510,DEBIT CARD ABUSE,N,11/14/2014,78749,8,17.77,N,NA
2017111809,POSS CONTROLLED SUB/NARCOTIC,N,01/11/2017,78741,3,23.12,C,NA
20105003118,CRIMINAL MISCHIEF,N,01/20/2010,78750,6,NA,N,NA
2013231264,RESISTING ARREST OR SEARCH,N,01/23/2013,78752,4,18,C,NA
20093171988,POSSESSION OF MARIJUANA,N,11/13/2009,78702,1,NA,C,NA
20062580196,SUSPICIOUS PERSON,N,09/15/2006,78753,4,18.23,N,NA
20091770904,FAMILY DISTURBANCE,N,06/26/2009,78753,4,18.23,C,NA
20168003366,BURGLARY OF VEHICLE,N,07/17/2016,78705,9,4.01,N,Theft
20193310765,EVADING VEHICLE,N,11/27/2019,78752,4,18,C,NA
20191481787,THEFT,N,05/28/2019,78744,2,24.11,N,Theft
20135056788,FRAUD - OTHER,N,12/11/2013,NA,NA,NA,N,NA
20061851680,ASSAULT WITH INJURY,N,07/04/2006,78753,4,NA,N,NA
20085033896,HARASSMENT,N,07/01/2008,78744,2,24.19,NA,NA
20132100435,AUTO THEFT,N,07/29/2013,78745,5,17.13,N,Auto Theft
20112392010,FAMILY DISTURBANCE,N,08/27/2011,78757,7,15,NA,NA
20043630353,WARRANT ARREST NON TRAFFIC,N,12/28/2004,78746,NA,1913,NA,NA
20085053797,THEFT,N,10/08/2008,78741,3,23.13,O,Theft
20195035547,IDENTITY THEFT,N,08/22/2019,78704,5,20.04,N,NA
20132380461,WARRANT ARREST NON TRAFFIC,N,08/26/2013,78617,2,NA,C,NA
20073540805,FEDERAL VIOL/OTHER,N,12/20/2007,78719,2,9800,N,NA
20081691264,ASSAULT W/INJURY-FAM/DATE VIOL,Y,06/17/2008,78759,10,NA,C,NA
20192460489,BURGLARY OF VEHICLE,N,09/02/2019,78744,2,24.29,N,Theft
2010730668,BURGLARY NON RESIDENCE,N,03/13/2010,78751,9,NA,C,Burglary
20041850518,DISTURBANCE - OTHER,N,07/03/2004,78741,3,NA,NA,NA
2020710257,BURGLARY OF RESIDENCE,N,03/11/2020,78749,8,NA,N,Burglary
